"ZEIT[H]" "K1186" "K1168" "K1115" "K1014" "K1000" "K1174" "K1170" "K1141" "K1106" "K1182" "K1156" "K1173" "K 586" "K 585" "K 460" "K 459"
 41443.854 136.920 136.411 135.489 135.052 135.038 136.573 136.446 135.847 135.410 136.861 136.128 136.513 143.138 137.787 137.241 135.622
 41443.875 136.933 136.425 135.497 135.051 135.037 136.588 136.460 135.859 135.416 136.874 136.141 136.527 143.138 137.787 137.241 135.631
 41443.896 136.928 136.425 135.495 135.044 135.030 136.587 136.460 135.859 135.414 136.871 136.142 136.527 143.138 137.787 137.241 135.635
 41443.917 136.915 136.415 135.487 135.037 135.023 136.577 136.450 135.850 135.405 136.860 136.133 136.517 143.138 137.787 137.241 135.631
 41443.937 136.899 136.401 135.475 135.031 135.017 136.562 136.436 135.837 135.395 136.846 136.119 136.502 143.138 137.787 137.241 135.622
 41443.958 136.882 136.385 135.463 135.024 135.010 136.546 136.420 135.823 135.384 136.830 136.104 136.486 143.138 137.787 137.241 135.612
 41443.979 136.864 136.369 135.450 135.018 135.003 136.529 136.404 135.807 135.372 136.813 136.088 136.470 143.138 137.787 137.241 135.602
 41444.000 136.845 136.351 135.437 135.014 134.997 136.511 136.386 135.792 135.361 136.795 136.071 136.451 143.138 137.787 137.241 135.591
 41444.021 136.823 136.332 135.424 135.010 134.992 136.491 136.366 135.775 135.349 136.775 136.053 136.432 143.138 137.787 137.241 135.581
 41444.042 136.801 136.312 135.411 135.005 134.988 136.470 136.346 135.758 135.337 136.755 136.034 136.411 143.138 137.787 137.241 135.570
 41444.062 136.779 136.292 135.399 135.001 134.982 136.450 136.326 135.742 135.327 136.735 136.016 136.391 143.138 137.787 137.241 135.560
 41444.083 136.757 136.273 135.387 134.996 134.978 136.430 136.307 135.726 135.317 136.715 135.998 136.371 143.138 137.787 137.241 135.551
 41444.104 136.735 136.254 135.373 134.990 134.973 136.409 136.287 135.710 135.304 136.695 135.980 136.351 143.138 137.787 137.241 135.541
 41444.125 136.719 136.237 135.360 134.988 134.971 136.393 136.271 135.694 135.293 136.680 135.964 136.335 143.138 137.787 137.241 135.530
 41444.146 136.712 136.228 135.354 134.989 134.973 136.383 136.261 135.686 135.289 136.672 135.955 136.325 143.138 137.787 137.241 135.522
 41444.167 136.709 136.224 135.354 134.991 134.974 136.380 136.258 135.684 135.289 136.669 135.952 136.321 143.138 137.787 137.241 135.519
 41444.187 136.708 136.224 135.356 134.993 134.976 136.379 136.257 135.685 135.291 136.668 135.952 136.321 143.138 137.787 137.241 135.519
 41444.208 136.708 136.225 135.358 134.995 134.978 136.380 136.258 135.686 135.293 136.669 135.953 136.322 143.138 137.787 137.241 135.521
 41444.229 136.709 136.226 135.360 134.996 134.979 136.381 136.260 135.688 135.295 136.670 135.955 136.323 143.138 137.787 137.241 135.523
 41444.250 136.713 136.229 135.362 134.998 134.981 136.385 136.263 135.691 135.297 136.673 135.957 136.326 143.138 137.787 137.241 135.524
 41444.271 136.722 136.236 135.366 135.000 134.982 136.392 136.269 135.696 135.301 136.681 135.963 136.333 143.138 137.787 137.241 135.526
 41444.292 136.733 136.245 135.373 135.002 134.984 136.401 136.278 135.703 135.306 136.691 135.972 136.342 143.138 137.787 137.241 135.530
 41444.312 136.744 136.255 135.379 135.004 134.986 136.412 136.289 135.712 135.312 136.701 135.981 136.353 143.138 137.787 137.241 135.535
 41444.333 136.756 136.265 135.385 135.005 134.988 136.422 136.299 135.720 135.318 136.712 135.990 136.363 143.138 137.787 137.241 135.540
 41444.354 136.768 136.275 135.391 135.006 134.989 136.433 136.309 135.728 135.322 136.722 135.999 136.374 143.138 137.787 137.241 135.545
 41444.375 136.771 136.280 135.395 135.007 134.990 136.438 136.314 135.733 135.325 136.726 136.005 136.379 143.138 137.787 137.241 135.549
 41444.396 136.764 136.277 135.394 135.007 134.990 136.434 136.311 135.732 135.325 136.720 136.003 136.375 143.138 137.787 137.241 135.551
 41444.417 136.753 136.269 135.390 135.007 134.990 136.425 136.303 135.726 135.321 136.711 135.996 136.367 143.138 137.787 137.241 135.549
 41444.437 136.741 136.260 135.385 135.007 134.990 136.415 136.293 135.719 135.317 136.700 135.987 136.357 143.138 137.787 137.241 135.546
 41444.458 136.728 136.249 135.380 135.007 134.990 136.404 136.283 135.711 135.313 136.689 135.978 136.346 143.138 137.787 137.241 135.542
 41444.479 136.715 136.239 135.375 135.006 134.990 136.393 136.272 135.704 135.309 136.677 135.969 136.335 143.138 137.787 137.241 135.537
 41444.500 136.708 136.231 135.371 135.006 134.990 136.385 136.264 135.697 135.305 136.670 135.962 136.327 143.138 137.787 137.241 135.533
 41444.521 136.706 136.228 135.369 135.006 134.990 136.382 136.261 135.695 135.304 136.668 135.959 136.324 143.138 137.787 137.241 135.531
 41444.542 136.706 136.228 135.369 135.006 134.990 136.382 136.261 135.694 135.304 136.668 135.959 136.324 143.138 137.787 137.241 135.530
 41444.562 136.708 136.229 135.370 135.006 134.990 136.383 136.262 135.695 135.304 136.669 135.960 136.325 143.138 137.787 137.241 135.530
 41444.583 136.709 136.230 135.371 135.006 134.990 136.385 136.264 135.696 135.305 136.671 135.961 136.327 143.138 137.787 137.241 135.531
 41444.604 136.711 136.232 135.371 135.006 134.990 136.386 136.265 135.698 135.306 136.672 135.962 136.328 143.138 137.787 137.241 135.531
 41444.625 136.713 136.234 135.372 135.007 134.991 136.388 136.267 135.699 135.307 136.674 135.964 136.330 143.138 137.787 137.241 135.532
 41444.646 136.716 136.236 135.374 135.009 134.992 136.390 136.269 135.701 135.308 136.677 135.966 136.332 143.138 137.787 137.241 135.533
 41444.667 136.719 136.239 135.376 135.010 134.994 136.393 136.272 135.703 135.310 136.680 135.969 136.335 143.138 137.787 137.241 135.534
 41444.687 136.723 136.242 135.379 135.012 134.996 136.397 136.275 135.706 135.313 136.683 135.972 136.339 143.138 137.787 137.241 135.536
 41444.708 136.727 136.245 135.381 135.013 134.997 136.400 136.279 135.709 135.315 136.686 135.975 136.342 143.138 137.787 137.241 135.538
 41444.729 136.730 136.249 135.384 135.015 134.999 136.404 136.282 135.713 135.318 136.690 135.978 136.346 143.138 137.787 137.241 135.541
 41444.750 136.738 136.255 135.389 135.019 135.005 136.410 136.288 135.718 135.322 136.696 135.984 136.352 143.138 137.787 137.241 135.543
 41444.771 136.751 136.265 135.399 135.027 135.015 136.421 136.299 135.728 135.332 136.708 135.994 136.363 143.138 137.787 137.241 135.548
 41444.792 136.767 136.281 135.416 135.037 135.025 136.437 136.315 135.744 135.348 136.723 136.010 136.379 143.138 137.787 137.241 135.559
 41444.812 136.786 136.301 135.434 135.047 135.035 136.456 136.334 135.764 135.366 136.741 136.030 136.398 143.138 137.787 137.241 135.573
 41444.833 136.806 136.321 135.452 135.057 135.045 136.477 136.354 135.784 135.382 136.760 136.050 136.418 143.138 137.787 137.241 135.588
 41444.854 136.826 136.340 135.468 135.067 135.055 136.497 136.374 135.803 135.396 136.778 136.069 136.438 143.138 137.787 137.241 135.602
 41444.875 136.835 136.353 135.479 135.070 135.057 136.509 136.387 135.816 135.406 136.788 136.083 136.451 143.138 137.787 137.241 135.614
 41444.896 136.832 136.355 135.481 135.066 135.052 136.510 136.389 135.819 135.406 136.787 136.085 136.452 143.138 137.787 137.241 135.619
 41444.917 136.822 136.348 135.474 135.060 135.048 136.502 136.381 135.812 135.399 136.778 136.079 136.445 143.138 137.787 137.241 135.617
 41444.937 136.809 136.336 135.465 135.055 135.042 136.490 136.370 135.802 135.391 136.766 136.068 136.433 143.138 137.787 137.241 135.610
 41444.958 136.795 136.324 135.456 135.050 135.038 136.477 136.357 135.791 135.383 136.753 136.056 136.420 143.138 137.787 137.241 135.603
 41444.979 136.780 136.310 135.447 135.045 135.033 136.464 136.344 135.779 135.375 136.740 136.043 136.406 143.138 137.787 137.241 135.595
 41445.000 136.768 136.298 135.438 135.041 135.029 136.451 136.331 135.768 135.367 136.728 136.031 136.394 143.138 137.787 137.241 135.588
 41445.021 136.759 136.289 135.431 135.040 135.027 136.441 136.322 135.759 135.361 136.719 136.022 136.384 143.138 137.787 137.241 135.581
 41445.042 136.751 136.281 135.426 135.038 135.026 136.434 136.314 135.753 135.357 136.712 136.015 136.377 143.138 137.787 137.241 135.576
 41445.062 136.744 136.275 135.422 135.036 135.024 136.427 136.308 135.748 135.354 136.706 136.009 136.370 143.138 137.787 137.241 135.573
 41445.083 136.737 136.269 135.418 135.035 135.022 136.421 136.302 135.743 135.350 136.700 136.004 136.364 143.139 137.787 137.241 135.570
 41445.104 136.731 136.263 135.414 135.033 135.021 136.415 136.296 135.738 135.347 136.694 135.998 136.358 143.138 137.787 137.241 135.567
 41445.125 136.726 136.258 135.411 135.031 135.019 136.410 136.291 135.734 135.343 136.689 135.994 136.353 143.138 137.787 137.241 135.563
 41445.146 136.723 136.255 135.408 135.030 135.018 136.406 136.287 135.730 135.340 136.686 135.990 136.350 143.138 137.787 137.241 135.561
 41445.167 136.720 136.252 135.405 135.028 135.016 136.404 136.285 135.727 135.338 136.683 135.987 136.347 143.138 137.787 137.241 135.558
 41445.187 136.718 136.249 135.402 135.026 135.014 136.401 136.282 135.724 135.335 136.681 135.984 136.344 143.138 137.787 137.241 135.556
 41445.208 136.715 136.246 135.399 135.025 135.012 136.398 136.279 135.721 135.333 136.679 135.981 136.341 143.138 137.787 137.241 135.554
 41445.229 136.713 136.244 135.396 135.023 135.011 136.396 136.276 135.718 135.330 136.676 135.978 136.339 143.138 137.787 137.241 135.552
 41445.250 136.719 136.246 135.395 135.024 135.012 136.398 136.279 135.718 135.329 136.681 135.979 136.341 143.138 137.787 137.241 135.550
 41445.271 136.736 136.257 135.402 135.029 135.018 136.411 136.290 135.726 135.335 136.695 135.989 136.353 143.138 137.787 137.241 135.551
 41445.292 136.758 136.275 135.415 135.035 135.022 136.430 136.308 135.741 135.347 136.715 136.005 136.372 143.138 137.787 137.241 135.559
 41445.312 136.783 136.297 135.430 135.040 135.027 136.453 136.330 135.760 135.361 136.738 136.026 136.394 143.138 137.787 137.241 135.570
 41445.333 136.809 136.320 135.444 135.045 135.033 136.476 136.353 135.779 135.374 136.761 136.047 136.418 143.138 137.787 137.241 135.583
 41445.354 136.835 136.342 135.458 135.050 135.038 136.500 136.376 135.798 135.386 136.785 136.068 136.441 143.138 137.787 137.241 135.595
 41445.375 136.848 136.358 135.469 135.054 135.041 136.515 136.392 135.812 135.395 136.798 136.083 136.457 143.138 137.787 137.241 135.606
 41445.396 136.845 136.361 135.474 135.055 135.043 136.518 136.395 135.817 135.398 136.798 136.087 136.459 143.138 137.787 137.241 135.613
 41445.417 136.837 136.356 135.472 135.057 135.044 136.512 136.390 135.814 135.397 136.791 136.084 136.454 143.138 137.787 137.241 135.614
 41445.437 136.827 136.348 135.470 135.058 135.046 136.504 136.382 135.809 135.395 136.782 136.077 136.446 143.138 137.787 137.241 135.612
 41445.458 136.816 136.340 135.467 135.060 135.048 136.495 136.374 135.804 135.394 136.772 136.070 136.437 143.138 137.787 137.241 135.609
 41445.479 136.804 136.332 135.465 135.061 135.049 136.485 136.365 135.799 135.392 136.762 136.063 136.428 143.138 137.787 137.241 135.607
 41445.500 136.801 136.327 135.463 135.059 135.047 136.481 136.361 135.795 135.390 136.758 136.059 136.424 143.138 137.787 137.241 135.605
 41445.521 136.806 136.329 135.461 135.053 135.040 136.483 136.362 135.795 135.388 136.762 136.060 136.426 143.138 137.787 137.241 135.603
 41445.542 136.812 136.332 135.457 135.046 135.033 136.487 136.366 135.795 135.384 136.767 136.062 136.430 143.138 137.787 137.241 135.601
 41445.562 136.818 136.335 135.454 135.040 135.027 136.491 136.369 135.794 135.380 136.772 136.063 136.433 143.138 137.787 137.241 135.599
 41445.583 136.824 136.337 135.449 135.033 135.020 136.495 136.372 135.792 135.375 136.777 136.063 136.436 143.138 137.787 137.241 135.596
 41445.604 136.830 136.340 135.444 135.027 135.013 136.497 136.374 135.790 135.370 136.781 136.064 136.439 143.138 137.787 137.241 135.592
 41445.625 136.827 136.337 135.439 135.025 135.012 136.495 136.371 135.786 135.365 136.779 136.060 136.436 143.138 137.787 137.241 135.589
 41445.646 136.816 136.329 135.435 135.028 135.015 136.486 136.363 135.780 135.362 136.769 136.053 136.428 143.138 137.787 137.241 135.585
 41445.667 136.803 136.319 135.433 135.031 135.018 136.476 136.353 135.774 135.361 136.758 136.045 136.417 143.138 137.787 137.241 135.582
 41445.687 136.792 136.310 135.432 135.034 135.022 136.466 136.344 135.769 135.361 136.748 136.038 136.408 143.138 137.787 137.241 135.581
 41445.708 136.780 136.303 135.432 135.037 135.025 136.457 136.336 135.766 135.361 136.738 136.032 136.400 143.138 137.787 137.241 135.580
 41445.729 136.769 136.295 135.432 135.040 135.028 136.449 136.328 135.762 135.362 136.729 136.027 136.391 143.138 137.787 137.241 135.579
 41445.750 136.775 136.297 135.434 135.045 135.033 136.451 136.330 135.764 135.365 136.732 136.028 136.394 143.138 137.787 137.241 135.579
 41445.771 136.802 136.315 135.446 135.052 135.040 136.471 136.349 135.778 135.375 136.755 136.044 136.413 143.138 137.787 137.241 135.584
 41445.792 136.835 136.343 135.463 135.059 135.047 136.500 136.377 135.800 135.391 136.785 136.069 136.442 143.138 137.787 137.241 135.596
 41445.812 136.872 136.374 135.482 135.066 135.053 136.533 136.409 135.826 135.407 136.818 136.098 136.474 143.138 137.787 137.241 135.612
 41445.833 136.909 136.406 135.499 135.073 135.060 136.566 136.441 135.850 135.422 136.852 136.127 136.506 143.138 137.787 137.241 135.628
 41445.854 136.947 136.437 135.516 135.080 135.067 136.599 136.472 135.874 135.436 136.886 136.154 136.539 143.138 137.787 137.241 135.642
 41445.875 136.972 136.460 135.530 135.082 135.068 136.624 136.496 135.894 135.447 136.909 136.177 136.563 143.138 137.787 137.241 135.656
 41445.896 136.980 136.472 135.535 135.079 135.065 136.635 136.507 135.903 135.451 136.918 136.187 136.574 143.138 137.787 137.241 135.665
 41445.917 136.983 136.474 135.534 135.076 135.062 136.638 136.510 135.904 135.448 136.921 136.189 136.577 143.138 137.787 137.241 135.666
 41445.937 136.982 136.473 135.531 135.072 135.058 136.637 136.509 135.902 135.445 136.920 136.188 136.576 143.138 137.787 137.241 135.664
 41445.958 136.980 136.471 135.527 135.069 135.055 136.634 136.506 135.899 135.442 136.918 136.185 136.574 143.138 137.787 137.241 135.661
 41445.979 136.978 136.468 135.524 135.066 135.052 136.632 136.504 135.896 135.439 136.916 136.182 136.571 143.138 137.787 137.241 135.658
 41446.000 136.968 136.461 135.519 135.059 135.044 136.624 136.497 135.890 135.434 136.908 136.176 136.564 143.138 137.787 137.241 135.655
 41446.021 136.947 136.445 135.507 135.047 135.033 136.607 136.480 135.876 135.423 136.889 136.161 136.547 143.138 137.787 137.241 135.649
 41446.042 136.921 136.423 135.490 135.035 135.021 136.584 136.458 135.856 135.407 136.866 136.140 136.524 143.138 137.787 137.241 135.637
 41446.062 136.892 136.397 135.470 135.023 135.009 136.558 136.432 135.833 135.390 136.840 136.116 136.498 143.138 137.787 137.241 135.622
 41446.083 136.862 136.370 135.449 135.013 134.997 136.530 136.405 135.809 135.371 136.812 136.089 136.471 143.138 137.787 137.241 135.606
 41446.104 136.832 136.342 135.428 135.004 134.986 136.501 136.376 135.783 135.351 136.784 136.062 136.442 143.138 137.787 137.241 135.588
 41446.125 136.803 136.315 135.409 134.999 134.981 136.473 136.349 135.759 135.335 136.758 136.036 136.414 143.138 137.787 137.241 135.572
 41446.146 136.779 136.291 135.395 135.000 134.982 136.449 136.326 135.740 135.324 136.735 136.014 136.390 143.138 137.787 137.241 135.558
 41446.167 136.757 136.273 135.387 135.002 134.984 136.429 136.306 135.726 135.318 136.715 135.998 136.371 143.138 137.787 137.241 135.549
 41446.187 136.737 136.256 135.381 135.003 134.986 136.412 136.290 135.715 135.313 136.697 135.984 136.354 143.138 137.787 137.241 135.543
 41446.208 136.718 136.242 135.375 135.005 134.988 136.396 136.275 135.705 135.308 136.680 135.971 136.338 143.138 137.787 137.241 135.538
 41446.229 136.700 136.227 135.369 135.006 134.989 136.380 136.260 135.695 135.303 136.664 135.959 136.323 143.138 137.787 137.241 135.533
 41446.250 136.693 136.219 135.366 135.013 134.998 136.372 136.252 135.689 135.302 136.656 135.951 136.314 143.138 137.787 137.241 135.529
 41446.271 136.701 136.223 135.375 135.027 135.015 136.377 136.257 135.694 135.311 136.663 135.956 136.319 143.138 137.787 137.241 135.529
 41446.292 136.717 136.240 135.397 135.042 135.032 136.393 136.273 135.714 135.333 136.678 135.973 136.335 143.138 137.787 137.241 135.540
 41446.312 136.739 136.263 135.425 135.059 135.048 136.416 136.296 135.741 135.360 136.699 135.998 136.359 143.139 137.787 137.241 135.560
 41446.333 136.763 136.290 135.451 135.076 135.065 136.442 136.323 135.769 135.384 136.722 136.026 136.385 143.138 137.787 137.241 135.582
 41446.354 136.787 136.315 135.474 135.093 135.082 136.467 136.348 135.794 135.405 136.745 136.052 136.410 143.138 137.787 137.241 135.603
 41446.375 136.806 136.336 135.490 135.098 135.086 136.489 136.369 135.815 135.419 136.764 136.073 136.432 143.138 137.787 137.241 135.619
 41446.396 136.820 136.350 135.496 135.091 135.077 136.503 136.383 135.826 135.422 136.777 136.086 136.446 143.138 137.787 137.241 135.629
 41446.417 136.828 136.356 135.492 135.082 135.069 136.510 136.390 135.827 135.418 136.784 136.090 136.452 143.138 137.787 137.241 135.630
 41446.437 136.832 136.357 135.487 135.074 135.061 136.512 136.391 135.824 135.412 136.787 136.089 136.454 143.138 137.787 137.241 135.626
 41446.458 136.835 136.357 135.481 135.066 135.053 136.512 136.391 135.820 135.406 136.789 136.087 136.454 143.138 137.787 137.241 135.621
